"sample_name","full_path","organization_code","legacy_batch_code","visibility"
"F1S1R2D2B4P4H02","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4H02","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4D02","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4D02","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4E01","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4E01","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4H11","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4H11","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4G11","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4G11","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4F08","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4F08","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4A08","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4A08","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4A10","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4A10","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4A02","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4A02","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4H08","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4H08","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4F12","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4F12","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4C08","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4C08","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4D01","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4D01","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4H04","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4H04","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4D09","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4D09","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4B11","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4B11","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4H09","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4H09","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4B12","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4B12","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4G09","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4G09","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4F03","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4F03","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4C06","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4C06","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4F09","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4F09","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4E11","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4E11","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4C01","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4C01","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4E08","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4E08","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4C04","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4C04","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4G08","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4G08","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4D06","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4D06","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4B06","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4B06","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4G10","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4G10","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4B03","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4B03","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4G01","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4G01","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4B05","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4B05","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4F07","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4F07","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4H06","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4H06","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4G04","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4G04","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4D12","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4D12","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4D11","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4D11","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4E02","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4E02","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4D08","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4D08","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4H10","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4H10","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4B01","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4B01","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4G06","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4G06","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4E09","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4E09","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4C05","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4C05","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4F06","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4F06","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4D04","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4D04","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4H05","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4H05","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4H07","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4H07","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4B07","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4B07","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4C02","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4C02","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4A03","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4A03","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4H03","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4H03","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4E10","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4E10","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4B04","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4B04","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4B09","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4B09","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4G07","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4G07","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4F02","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4F02","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4E04","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4E04","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4H12","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4H12","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4E12","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4E12","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4C09","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4C09","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4C03","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4C03","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4D10","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4D10","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4F04","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4F04","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4C11","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4C11","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4A11","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4A11","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4C10","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4C10","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4A05","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4A05","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4A06","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4A06","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4G03","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4G03","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4G12","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4G12","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4D03","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4D03","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4A12","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4A12","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4A04","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4A04","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4E05","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4E05","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4A01","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4A01","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4B10","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4B10","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4C12","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4C12","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4F11","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4F11","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4G02","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4G02","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4E03","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4E03","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4F01","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4F01","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4D05","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4D05","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4G05","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4G05","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4B02","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4B02","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4E06","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4E06","mhh","F1S1R2D2B4P4","private"
"F1S1R2D2B4P4F05","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R2D2B4P4/F1S1R2D2B4P4F05","mhh","F1S1R2D2B4P4","private"
"F1S1R1D4B1P1E04","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1E04","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1A05","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1A05","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1C11","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1C11","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1B08","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1B08","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1B01","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1B01","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1B11","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1B11","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1H11","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1H11","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1E02","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1E02","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1G04","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1G04","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1F09","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1F09","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1D09","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1D09","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1C08","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1C08","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1E11","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1E11","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1A03","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1A03","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1G08","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1G08","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1G02","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1G02","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1H09","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1H09","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1D10","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1D10","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1F10","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1F10","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1C10","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1C10","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1F08","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1F08","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1E07","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1E07","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1E08","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1E08","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1E10","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1E10","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1H06","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1H06","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1C12","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1C12","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1B06","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1B06","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1H04","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1H04","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1G11","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1G11","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1C06","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1C06","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1A07","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1A07","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1C05","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1C05","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1E09","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1E09","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1F07","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1F07","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1G05","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1G05","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1B07","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1B07","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1H02","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1H02","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1D01","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1D01","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1D07","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1D07","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1B09","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1B09","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1F12","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1F12","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1H12","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1H12","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1B02","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1B02","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1F04","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1F04","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1C09","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1C09","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1D06","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1D06","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1B10","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1B10","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1G09","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1G09","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1A10","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1A10","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1A04","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1A04","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1H01","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1H01","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1B05","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1B05","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1E06","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1E06","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1C04","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1C04","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1F11","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1F11","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1G03","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1G03","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1C01","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1C01","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1A02","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1A02","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1C02","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1C02","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1G12","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1G12","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1G06","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1G06","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1A06","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1A06","mhh","F1S1R1D4B1P1","private"
"F1S1R1D4B1P1E01","/data/datasets/dna_seq/DNA_Seq_v2/mhh/F1S1R1D4B1P1/F1S1R1D4B1P1E01","mhh","F1S1R1D4B1P1","private"
