"sample_name","full_path","organization_code","legacy_batch_code","visibility"
"SH200x55","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH200x55","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH196x30","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH196x30","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH200x45","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH200x45","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH200x70","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH200x70","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH196x05","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH196x05","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH200x84","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH200x84","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH201x77","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH201x77","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH196x20","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH196x20","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH200x34","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH200x34","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH196x54","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH196x54","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH201x95","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH201x95","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH198x37","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH198x37","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH198x90","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH198x90","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH196x89","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH196x89","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH201x58","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH201x58","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH201x81","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH201x81","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH198x21","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH198x21","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH198x88","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH198x88","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH200x76","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH200x76","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH196x63","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH196x63","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH200x77","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH200x77","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH198x9","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH198x9","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH196x81","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH196x81","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH200x61","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH200x61","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH196x36","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH196x36","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH201x22","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH201x22","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH200x12","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH200x12","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH196x32","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH196x32","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH201x04","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH201x04","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH200x59","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH200x59","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH196x70","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH196x70","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH200x65","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH200x65","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH200x20","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH200x20","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH196x61","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH196x61","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH198x61","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH198x61","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH196x93","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH196x93","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH198x60","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH198x60","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH198x20","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH198x20","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH201x05","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH201x05","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH201x46","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH201x46","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH198x38","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH198x38","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH198x62","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH198x62","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH201x13","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH201x13","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH198x50","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH198x50","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH196x40","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH196x40","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH200x14","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH200x14","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH200x07","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH200x07","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH196x14","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH196x14","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH201x39","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH201x39","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH196x25","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH196x25","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH196x41","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH196x41","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH196x16","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH196x16","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH198x69","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH198x69","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH200x92","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/220923_A01411_BHG7CWDRX2/SH200x92","copenhagen","220923_A01411_BHG7CWDRX2","public"
"SH400x11","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH400x11","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOx125","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOx125","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH420x57","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH420x57","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOx89","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOx89","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH420x68","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH420x68","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH420x70","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH420x70","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH400x58","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH400x58","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOxAB3","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOxAB3","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOxAB27","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOxAB27","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOx61","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOx61","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOxCPD2","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOxCPD2","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOxARMZ4","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOxARMZ4","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH400x65","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH400x65","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH400x40","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH400x40","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOx105","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOx105","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH420x11","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH420x11","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOx56","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOx56","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOx83","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOx83","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOxAB38","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOxAB38","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH420x56","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH420x56","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOx63","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOx63","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOxAB21","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOxAB21","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOx134","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOx134","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH400x05","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH400x05","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH420x39","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH420x39","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH420x50","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH420x50","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH400x49","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH400x49","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH420x23","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH420x23","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH400x29","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH400x29","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOx18","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOx18","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOx57","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOx57","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOx11","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOx11","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH400x71","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH400x71","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOx131","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOx131","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOx25","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOx25","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH420x41","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH420x41","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOx47","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOx47","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH400x07","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH400x07","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOx85","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOx85","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOxAB2","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOxAB2","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOx14","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOx14","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH420x48","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH420x48","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOxAB25","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOxAB25","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOxnewgCPD","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOxnewgCPD","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOx34","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOx34","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOx64","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOx64","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH400x68","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH400x68","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH400x64","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH400x64","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH400x91","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH400x91","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOxAB10","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOxAB10","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH420x27","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH420x27","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH400x84","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH400x84","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH420x12","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH420x12","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH400x85","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH400x85","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOxAB30","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOxAB30","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH400x57","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH400x57","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOx60","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOx60","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH400x70","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH400x70","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH400x90","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH400x90","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH420x80","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH420x80","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH420x76","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH420x76","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOx03790","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOx03790","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH420x15","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH420x15","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH420x92","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH420x92","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH400x28","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH400x28","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH400x27","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH400x27","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOx23","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOx23","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH400x30","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH400x30","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH400x93","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH400x93","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH420x60","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH420x60","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH400x38","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH400x38","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOxAB35","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOxAB35","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOx120","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOx120","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOx20","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOx20","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH400x67","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH400x67","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH420x22","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH420x22","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH400x55","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH400x55","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH400x36","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH400x36","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOx99","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOx99","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH400x41","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH400x41","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH400x53","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH400x53","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOxoldgCPD","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOxoldgCPD","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOx36","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOx36","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOx74","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOx74","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH420x13","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH420x13","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOxAB34","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOxAB34","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH400x25","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH400x25","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOx2","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOx2","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH400x72","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH400x72","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH400x48","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH400x48","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH420x75","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH420x75","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH420x55","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH420x55","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOxAB5","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOxAB5","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH400x78","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH400x78","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOx97","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOx97","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH420x77","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH420x77","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH420x30","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH420x30","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOxAB28","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOxAB28","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH400x94","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH400x94","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH400x47","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH400x47","copenhagen","240607_A01961_AH7HW2DRX5","public"
"SH420x89","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/SH420x89","copenhagen","240607_A01961_AH7HW2DRX5","public"
"MUKOx88","/data/datasets/dna_seq/DNA_Seq_v2/copenhagen/240607_A01961_AH7HW2DRX5/MUKOx88","copenhagen","240607_A01961_AH7HW2DRX5","public"
